constraint	structural	purity
vatican_ii_authority__rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
vatican_ii_doctrinal_authority__composite_overdetermination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
vatican_ii_doctrinal_authority__continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4461666666666667
vatican_ii_doctrinal_authority__rupture_progressive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.39
vatican_ii_doctrinal_authority__rupture_traditionalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
vatican_ii_magisterial_authority__composite_overdetermination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
vatican_ii_magisterial_authority__continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
vatican_ii_magisterial_authority__rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.31083333333333335
vedic_corpus_social_prescription__colonial_orientalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
vedic_corpus_social_prescription__orthodox_varna_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
vedic_corpus_social_prescription__reformist_spiritual_reading	contaminated+excess_extraction	0.9760000000000001
vedic_dharmic_corpus__bhakti_devotional_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
vedic_dharmic_corpus__hereditary_monopoly_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
vedic_dharmic_corpus__reformist_egalitarian_reading	contaminated+excess_extraction	0.8520000000000001
venal_office_structural_base	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
vendor_certification_capture	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.378
versailles_reparations_clauses__limited_responsibility_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4861666666666667
versailles_reparations_clauses__punitive_liability_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
versailles_reparations_clauses__repudiation_reading	contaminated+factorization+excess_extraction	0.575
visa_mastercard_interchange_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
voluntary_presence_constraint	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
waitangi_sovereignty_allocation__crown_sovereignty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
waitangi_sovereignty_allocation__partnership_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
waitangi_sovereignty_allocation__rangatiratanga_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35250000000000004
war_powers_allocation__congressional_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
war_powers_allocation__functional_accommodation_reading	contaminated+factorization+excess_extraction	0.607
war_powers_allocation__inherent_executive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
war_winnability_post_1945__countervailing_thinkable	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
war_winnability_post_1945__deterrence_unthinkable	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
war_winnability_post_1945__rhetorical_contraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
weak_law_large_numbers	contaminated+excess_extraction	0.9760000000000001
web_app_friction_tax	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
well_ordering_theorem	pure_natural_law	0.988
westphalia_sovereignty__absolute_non_intervention	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
westphalia_sovereignty__conditional_responsibility	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
westphalia_sovereignty__graded_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2788333333333334
westphalian_sovereignty__absolute_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
westphalian_sovereignty__conditional_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.40049999999999997
westphalian_sovereignty__governance_quality_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.4663333333333334
westphalian_sovereignty__graduated_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3621666666666667
westphalian_sovereignty__r2p_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
woman_category__gender_identity_reading	contaminated+factorization+excess_extraction	0.599
woman_category__intersex_accommodation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3925
woman_category__sex_biology_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
woman_female_category__gender_identity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
woman_female_category__hybrid_contextual_reading	contaminated+factorization+excess_extraction	0.599
woman_female_category__sex_biology_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
workplace_surveillance_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
wto_dsb_authority__advisory_coordination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4541666666666667
wto_dsb_authority__binding_referee_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
wto_dsb_authority__judicial_activism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
wto_treaty_framework__developmental_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4741666666666667
wto_treaty_framework__market_access_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3821666666666667
zero_as_number_entry__contingent_thinkability_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
zero_as_number_entry__hybrid_scaffolding_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3685
zero_as_number_entry__universal_discovery_reading	contaminated+excess_extraction	0.9760000000000001
zero_mathematical_status__number_reading	contaminated+excess_extraction	0.9600000000000001
zero_mathematical_status__parmenidean_rejection	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
zero_mathematical_status__placeholder_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4101666666666667
zone_failure_recovery_coupling	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
