constraint	status	purity	F	SI	CC	EX	has_coupling	scope_result	has_nonsense	has_excess	structural	zone
quranic_gender_verses__contextual_egalitarian	scored	0.3365	0.0	0.75	0.5	0.12	1	variant_2	1	1	inconclusive	contaminated
quranic_gender_verses__literal_hierarchical	scored	0.42383333333333334	0.0	0.75	0.8333333333333334	0.1399999999999999	1	variant_2	1	1	inconclusive	contaminated
quranic_gender_verses__progressive_abrogation	scored	0.6875	0.625	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
qwerty_persistence__incumbent_preservation_reading	scored	0.3765	0.0	0.75	0.5	0.31999999999999995	1	variant_2	1	1	inconclusive	contaminated
qwerty_persistence__lapsed_alternatives_reading	scored	0.8235	0.625	1.0	1.0	0.6799999999999999	1	invariant	0	1	inconclusive	sound
qwerty_persistence_inevitability__path_dependency_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
qwerty_persistence_inevitability__strategic_lock_in_reading	scored	0.864	1.0	1.0	1.0	0.31999999999999995	1	invariant	0	1	inconclusive	sound
qwerty_persistence_mechanism__beneficiary_extraction_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
qwerty_persistence_mechanism__lock_in_reading	scored	0.4221666666666667	0.0	0.75	0.6666666666666667	0.3400000000000001	1	variant_2	1	1	inconclusive	contaminated
qwerty_persistence_mechanism__naturalization_reading	scored	0.8355	0.625	1.0	1.0	0.74	1	invariant	0	1	inconclusive	sound
qwerty_vs_dvorak	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
rating_agency_procyclicality	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
rbio_practice_norm_complex__hegemonic_extraction_reading	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
rbio_practice_norm_complex__liberal_institutional_reading	scored	0.8320000000000001	1.0	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	sound
rbio_practice_norm_complex__sovereignty_maximalist_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
reader_informed_consent	scored	0.35	0.125	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
reformation_composite__political_realignment_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
reformation_composite__technological_mediation_reading	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
reformation_composite__theological_fragmentation_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
reformation_event_boundary__composite_overdetermination_reading	scored	0.623	0.25	1.0	1.0	0.24	1	invariant	0	1	inconclusive	borderline
reformation_event_boundary__political_swap_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
reformation_event_boundary__theological_climb_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
refugee_convention_text__expansive_humanitarian_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
refugee_convention_text__procedural_integrity_reading	scored	0.38199999999999995	0.125	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
refugee_convention_text__restrictive_sovereignty_reading	scored	0.2788333333333334	0.0	0.75	0.33333333333333337	0.040000000000000036	1	variant_2	1	1	inconclusive	degraded
regional_military_balance_stability	scored	0.4221666666666667	0.0	0.75	0.6666666666666667	0.3400000000000001	1	variant_2	1	1	inconclusive	contaminated
regional_patron_state_competition	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
remonstrance_authority__crown_reading	scored	0.38216666666666665	0.0	0.75	0.6666666666666667	0.1399999999999999	1	variant_2	1	1	inconclusive	contaminated
remonstrance_authority__magistrate_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
researcher_credibility_signal	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
resource_lock_in_mechanism	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
reward_model_misalignment	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
rfc9293_tcp_specification__middlebox_realism_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
rfc9293_tcp_specification__optimization_latitude_reading	scored	0.936	1.0	1.0	1.0	0.6799999999999999	1	invariant	0	1	inconclusive	pristine
rfc9293_tcp_specification__strict_invariance_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
rogers_commission_findings__actuarial_risk_acceptance	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
rogers_commission_findings__engineering_absolute_threshold	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
rogers_commission_findings__management_compliance_narrative	scored	0.5063333333333334	0.0	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	borderline
roman_tax_collection_system	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
rome_statute_jurisdiction__hybrid_complementarity_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
rome_statute_jurisdiction__sovereigntist_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
rome_statute_jurisdiction__universalist_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
sacrifice_commandment__archive_maintenance	scored	0.647	0.25	1.0	1.0	0.3600000000000001	1	invariant	0	1	inconclusive	borderline
sacrifice_commandment__performance_only	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
sacrifice_commandment__study_as_performance	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
salic_prohibition__cognatic_reversion_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
salic_prohibition__immutable_mandate_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
salic_prohibition__sovereign_override_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
scam_doubt_manufacturing	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
school_choice_system	scored	0.8520000000000001	1.0	1.0	1.0	0.26	1	invariant	0	1	inconclusive	sound
scientific_paradigm_lifecycle	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
script_as_identity__kemalist_rupture_reading	scored	0.366	0.125	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
script_as_identity__ottoman_continuity_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
script_as_identity__phonetic_instrumentalism_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
scriptural_authority_contest	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
second_amendment_arms_right__civic_republican_reading	scored	0.45799999999999996	0.125	0.75	0.5	0.54	1	variant_2	1	1	inconclusive	contaminated
second_amendment_arms_right__collective_right_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
second_amendment_arms_right__individual_right_reading	scored	0.27083333333333337	0.0	0.75	0.33333333333333337	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	degraded
second_amendment_boundary__individual_right_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
second_amendment_boundary__insurrectionist_reading	scored	0.2788333333333334	0.0	0.75	0.33333333333333337	0.040000000000000036	1	variant_2	1	1	inconclusive	degraded
second_amendment_boundary__militia_conditioned_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
second_amendment_scope__civic_right_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
second_amendment_scope__collective_right_reading	scored	0.48216666666666663	0.0	0.75	0.6666666666666667	0.6399999999999999	1	variant_2	1	1	inconclusive	contaminated
second_amendment_scope__individual_right_reading	scored	0.6458333333333334	0.625	1.0	0.8333333333333334	1.1102230246251565e-16	1	invariant	1	1	inconclusive	borderline
second_amendment_text__collective_rights_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
second_amendment_text__collective_security_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
second_amendment_text__collectivist_reading	scored	0.7738333333333334	0.625	1.0	0.8333333333333334	0.6399999999999999	1	invariant	1	1	inconclusive	sound
second_amendment_text__hybrid_civic_reading	scored	0.5063333333333334	0.0	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	borderline
second_amendment_text__hybrid_scope_limitation_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
second_amendment_text__individual_rights_reading	scored	0.366	0.125	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
second_amendment_text__individualist_reading	scored	0.2788333333333334	0.0	0.75	0.33333333333333337	0.040000000000000036	1	variant_2	1	1	inconclusive	degraded
second_amendment_text__originalist_civic_virtue_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
secularization_pressure	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
selection_pressure_architecture	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	contaminated
selective_retention_necessity	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
separation_of_powers_text__formalist_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
separation_of_powers_text__functionalist_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
separation_of_powers_text__unitary_executive_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
settlement_fait_accompli	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
sex_gender_category__biology_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
sex_gender_category__hybrid_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
sex_gender_category__identity_reading	scored	0.3365	0.0	0.75	0.5	0.12	1	variant_2	1	1	inconclusive	contaminated
shinbutsu_coexistence_commitment__domain_partition_reading	scored	0.9440000000000001	1.0	1.0	1.0	0.72	1	invariant	0	1	inconclusive	pristine
shinbutsu_coexistence_commitment__incoherent_bundle_reading	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
shinbutsu_coexistence_commitment__syncretic_fusion_reading	scored	0.31083333333333335	0.0	0.75	0.33333333333333337	0.19999999999999996	1	variant_2	1	1	inconclusive	contaminated
simultaneous_veneration__domain_partition_reading	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
simultaneous_veneration__ontological_fusion_reading	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
simultaneous_veneration__pragmatic_incoherence_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
slot_trading_secondary_market	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
smallholder_tenure_insecurity	scored	0.35250000000000004	0.0	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
social_conformity_infrastructure	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
software_keyboard_driver_standardization	scored	0.38199999999999995	0.125	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
solid_state_phased_array_steering	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
solidarity_mirror_trap	scored	0.3285	0.0	0.75	0.5	0.07999999999999996	1	variant_2	1	1	inconclusive	contaminated
soteriological_kernel_contest	scored	0.27083333333333337	0.0	0.75	0.33333333333333337	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	degraded
sound_money_scarcity_anchor	scored	0.5691666666666667	0.375	1.0	0.6666666666666667	0.20000000000000007	1	invariant	1	1	inconclusive	borderline
south_china_sea_freedom_of_navigation	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
sovereign_legitimacy__constitutional_hybrid_reading	scored	0.49816666666666665	0.0	0.75	0.6666666666666667	0.72	1	variant_2	1	1	inconclusive	contaminated
sovereign_legitimacy__monarchical_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
sovereign_legitimacy__republican_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
sovereignty_cost_premium	scored	0.936	1.0	1.0	1.0	0.6799999999999999	1	invariant	0	1	inconclusive	pristine
spanish_political_opposition_suppression	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
speculative_price_volatility	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
speech_harm_boundary__absolutist_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
speech_harm_boundary__dignity_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
speech_harm_boundary__harm_balancing_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
speech_protection_boundary__balancing_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
speech_protection_boundary__dignitary_harm_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
speech_protection_boundary__near_absolutist_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
speech_protection_kernel__absolutist_reading	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	contaminated
speech_protection_kernel__democratic_participation_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
speech_protection_kernel__dignity_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
speech_protection_kernel__harm_threshold_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
speech_protection_kernel__marketplace_reading	scored	0.4101666666666667	0.0	0.75	0.6666666666666667	0.28	1	variant_2	1	1	inconclusive	contaminated
state_commitment_installation_mechanism__endogenous_climb_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
state_commitment_installation_mechanism__exogenous_imposition_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
state_commitment_installation_mechanism__hybrid_cascade_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
state_execution_authority__abolition_reading	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	contaminated
state_execution_authority__deterrence_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
state_execution_authority__retributive_reading	scored	0.5083333333333333	0.375	0.75	0.8333333333333334	0.0	1	variant_2	1	1	inconclusive	borderline
state_killing_authority__abolition_reading	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
state_killing_authority__deterrence_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
state_killing_authority__retributive_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
state_killing_legitimacy__abolition_reading	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
state_killing_legitimacy__deterrence_reading	scored	0.5063333333333334	0.0	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	borderline
state_killing_legitimacy__retributive_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
state_recognition_vs_indigenous_presence	scored	0.4666666666666667	0.375	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
state_surveillance_capacity_extraction	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
status_market_fragmentation	scored	0.615	0.25	1.0	1.0	0.19999999999999996	1	invariant	0	1	inconclusive	borderline
statute_of_anne_ip_foundation__conceptual_emergence_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
statute_of_anne_ip_foundation__entangled_event_reading	scored	0.39	0.125	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
statute_of_anne_ip_foundation__institutional_reallocation_reading	scored	0.8520000000000001	1.0	1.0	1.0	0.26	1	invariant	0	1	inconclusive	sound
statutory_debt_ceiling__constitutional_nullity_reading	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
statutory_debt_ceiling__coordination_scaffold_reading	scored	0.9520000000000001	1.0	1.0	1.0	0.76	1	invariant	0	1	inconclusive	pristine
statutory_debt_ceiling__extraction_snare_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
stone_land_use_rule__behavioral_competence	scored	0.988	1.0	1.0	1.0	0.94	1	invariant	0	1	inconclusive	pristine
stone_land_use_rule__commemorative_husk	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
structural_adjustment_conditionalities__creditor_coordination_reading	scored	0.7938333333333334	0.625	1.0	0.8333333333333334	0.74	1	invariant	1	1	inconclusive	sound
structural_adjustment_conditionalities__debtor_extraction_reading	scored	0.5	0.0	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
structural_adjustment_conditionalities__hybrid_selectivity_reading	scored	0.4786666666666667	0.375	0.75	0.6666666666666667	0.06000000000000005	1	variant_2	1	1	inconclusive	contaminated
structural_position_constraint_divergence	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
subscriber_attention_commons	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
subscription_retention_imperative	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
substance_control_authority__harm_reduction_reading	scored	0.5213333333333333	0.125	0.75	0.8333333333333334	0.43999999999999995	1	variant_2	1	1	inconclusive	borderline
substance_control_authority__legalization_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
substance_control_authority__prohibition_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
substance_control_kernel__harm_reduction_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
substance_control_kernel__legalization_reading	scored	0.5533333333333333	0.125	0.75	0.8333333333333334	0.6000000000000001	1	variant_2	1	1	inconclusive	borderline
substance_control_kernel__prohibition_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
substance_control_legitimacy__harm_reduction_reading	scored	0.623	0.25	1.0	1.0	0.24	1	invariant	0	1	inconclusive	borderline
substance_control_legitimacy__legalization_reading	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
substance_control_legitimacy__prohibition_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
sunk_cost_escalation	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
supermajority_threshold__adaptive_gradient_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
supermajority_threshold__consensus_safeguard_reading	scored	0.7738333333333334	0.625	1.0	0.8333333333333334	0.6399999999999999	1	invariant	1	1	inconclusive	sound
supermajority_threshold__minoritarian_veto_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
switching_cost_asymmetry	scored	0.49583333333333335	0.125	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	contaminated
takings_clause_boundary__categorical_takings_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
takings_clause_boundary__physical_appropriation_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
takings_clause_boundary__regulatory_takings_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
tcp_ip_interpretation__neutrality_reading	scored	0.8320000000000001	1.0	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	sound
tcp_ip_interpretation__prioritization_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
tcp_ip_interpretation__zero_rating_reading	scored	0.378	0.125	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
technology_reformation_causality__beneficiary_agency_reading	scored	0.40199999999999997	0.125	0.75	0.5	0.26	1	variant_2	1	1	inconclusive	contaminated
technology_reformation_causality__co_constitution_reading	scored	0.4101666666666667	0.0	0.75	0.6666666666666667	0.28	1	variant_2	1	1	inconclusive	contaminated
technology_reformation_causality__technological_determinism_reading	scored	0.936	1.0	1.0	1.0	0.6799999999999999	1	invariant	0	1	inconclusive	pristine
temple_sacrifice_obligation__messianic_suspension	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
temple_sacrifice_obligation__study_as_archiving	scored	0.6858333333333334	0.625	1.0	0.8333333333333334	0.20000000000000007	1	invariant	1	1	inconclusive	borderline
temple_sacrifice_obligation__study_as_occupation	scored	0.9840000000000001	1.0	1.0	1.0	0.92	1	invariant	0	1	inconclusive	pristine
tenure_contract__academic_freedom_reading	scored	0.928	1.0	1.0	1.0	0.6399999999999999	1	invariant	0	1	inconclusive	pristine
tenure_contract__demographic_reproduction_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
tenure_contract__institutional_extraction_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
territorial_legitimacy__indigenous_continuity_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
territorial_legitimacy__partition_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
territorial_legitimacy__security_necessity_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
territorial_legitimacy_dual__palestinian_autochthony_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
territorial_legitimacy_dual__two_state_coexistence_reading	scored	0.3245	0.0	0.75	0.5	0.05999999999999994	1	variant_2	1	1	inconclusive	contaminated
territorial_legitimacy_dual__zionist_refuge_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
territorial_sovereignty_legitimacy__covenant_continuity_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
territorial_sovereignty_legitimacy__existential_matrix_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
territorial_sovereignty_legitimacy__self_determination_reading	scored	0.27083333333333337	0.0	0.75	0.33333333333333337	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	degraded
thermodynamics_entropy	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
topological_invariant_universality	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
tordesillas_demarcation_kernel__portuguese_exploration_legitimation	scored	0.6389999999999999	0.25	1.0	1.0	0.31999999999999995	1	invariant	0	1	inconclusive	borderline
tordesillas_demarcation_kernel__spanish_conquest_legitimation	scored	0.5	0.0	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
total_war_possibility_space__deterrence_equilibrium_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
total_war_possibility_space__nuclear_taboo_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
total_war_reachability_boundary__contingent_reachability_reading	scored	0.4405	0.0	0.75	0.5	0.6399999999999999	1	variant_2	1	1	inconclusive	contaminated
total_war_reachability_boundary__contraction_reading	scored	0.992	1.0	1.0	1.0	0.96	1	invariant	0	1	inconclusive	pristine
total_war_reachability_boundary__dropping_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
total_war_winnability_post1945__normative_reading_drop	scored	0.4245	0.0	0.75	0.5	0.56	1	variant_2	1	1	inconclusive	contaminated
total_war_winnability_post1945__strategic_culture_drift	scored	0.28833333333333333	0.0	0.5	0.33333333333333337	0.4	1	variant_3	1	1	inconclusive	degraded
total_war_winnability_post1945__structural_contraction_reading	scored	0.992	1.0	1.0	1.0	0.96	1	invariant	0	1	inconclusive	pristine
toy_industry_consolidation	scored	0.378	0.125	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
transition_causality__contingent_choice_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
transition_causality__hybrid_trigger_reading	scored	0.3941666666666667	0.0	0.75	0.6666666666666667	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
transition_causality__overdetermined_collapse_reading	scored	0.3245	0.0	0.75	0.5	0.06000000000000005	1	variant_2	1	1	inconclusive	contaminated
treaty_authority_cession__crown_cession_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
